effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-02-23,72,17,74,2,1
2011-02-04,72,20,89,0,5
2011-01-13,71,3,18,1,2
2011-02-04,71,8,4,0,2
2011-02-22,102,20,7,1,2
2011-01-09,105,15,72,1,1
2011-02-08,61,5,90,0,1
2011-01-11,124,18,70,0,1
2011-01-03,72,4,73,0,1
2011-02-23,122,15,47,0,9
2011-01-17,81,26,74,0,9
2011-02-16,72,15,70,0,2
2011-02-04,62,1,47,0,2
2011-02-25,116,11,35,0,3
2011-02-17,68,11,83,0,9
2011-02-24,90,25,79,0,6
2011-01-10,69,23,52,0,9
2011-01-12,67,10,75,0,7
2011-01-02,77,3,34,0,4
2011-02-07,83,7,49,1,6
2011-01-19,86,22,64,1,2
2011-02-01,96,29,59,0,2
2011-01-16,114,20,87,0,1
2011-01-11,85,14,81,0,7
2011-02-03,63,15,61,0,1
2011-01-14,69,2,36,1,6
2011-01-11,91,30,56,0,7
2011-01-13,105,17,14,0,3
2011-01-09,69,19,33,0,1
2011-01-10,93,25,89,0,2
2011-02-16,99,16,20,0,1
2011-02-02,61,28,14,0,2
2011-01-28,73,0,99,3,1
2011-02-05,72,23,10,0,9
2011-01-14,68,25,12,0,4
2011-02-18,63,21,78,0,7
2011-01-24,119,9,8,0,3
2011-02-13,107,8,52,2,8
2011-02-13,73,13,33,0,1
2011-01-25,67,25,5,1,1
2011-02-23,95,14,78,0,9
2011-02-09,94,31,28,0,1
2011-01-10,68,10,53,0,2
2011-01-25,136,34,29,0,1
2011-02-24,185,5,69,0,5
2011-01-11,63,22,96,0,1
2011-02-19,67,10,71,0,3
2011-02-24,92,23,47,0,3
2011-01-14,144,23,28,0,8
2011-02-03,72,3,18,0,5
2011-02-19,94,23,34,0,2
2011-02-13,118,13,32,0,1
2011-02-26,61,19,24,0,8
2011-02-01,64,10,47,0,1
2011-02-05,65,8,91,0,1
2011-02-17,64,26,11,1,7
2011-01-07,97,29,53,1,1
2011-02-08,106,16,61,0,1
2011-02-07,62,5,29,0,1
2011-01-30,73,35,52,3,5
2011-01-05,78,18,68,0,8
2011-01-19,122,27,2,0,1
2011-01-09,67,30,13,0,1
2011-02-01,249,22,6,0,3
2011-01-09,110,19,87,4,3
2011-01-02,127,18,97,0,2
2011-01-17,104,14,37,0,2
2011-01-02,109,9,10,0,1
2011-01-31,129,1,78,0,4
2011-02-27,67,24,38,0,8
2011-01-15,62,19,54,0,1
2011-01-23,103,6,20,0,1
2011-02-13,113,10,74,1,1
2011-01-08,63,5,74,0,2
2011-02-02,71,29,70,0,1
2011-02-04,90,19,17,0,5
2011-01-06,185,0,84,0,2
2011-01-11,66,30,64,0,5
2011-02-21,69,24,99,0,2
2011-01-17,105,7,91,0,2
2011-02-28,70,7,91,0,8
2011-02-22,92,19,10,0,3
2011-02-14,74,22,94,3,2
2011-01-14,191,2,70,0,1
2011-01-03,67,25,26,0,3
2011-02-01,92,24,95,4,1
2011-01-27,63,4,52,0,2
2011-02-28,61,6,48,0,2
2011-02-12,117,26,33,0,2
2011-01-07,74,9,2,0,7
2011-02-07,64,6,3,1,3
2011-02-28,109,26,11,0,3
2011-02-12,111,5,59,0,1
2011-02-11,62,0,70,0,1
2011-01-13,64,11,92,0,3
2011-01-15,73,21,4,0,9
2011-01-16,61,1,14,0,1
2011-02-11,72,27,9,1,3
2011-02-24,83,25,87,1,2
2011-01-06,74,24,54,2,2
2011-01-05,69,14,46,0,5
2011-01-25,80,8,71,0,2
2011-01-02,65,8,23,0,1
2011-02-07,199,5,42,0,1
2011-02-24,76,4,43,5,2
2011-01-28,67,22,18,0,2
2011-01-09,67,9,20,3,2
2011-01-08,87,26,53,0,1
2011-02-04,113,13,6,0,3
2011-02-27,69,30,44,0,3
2011-02-06,88,3,64,0,2
2011-02-13,181,22,79,0,8
2011-01-03,69,11,43,4,2
2011-01-19,104,5,25,0,3
2011-01-26,64,23,16,1,1
2011-01-27,63,1,9,0,1
2011-01-17,100,3,65,3,1
2011-01-22,69,30,69,0,9
2011-01-11,62,1,99,0,5
2011-01-31,61,2,20,0,1
2011-01-08,69,23,54,0,1
2011-01-22,65,29,35,2,2
2011-02-18,193,11,46,1,3
2011-01-21,86,20,23,0,1
2011-02-20,107,11,48,1,1
2011-01-30,73,35,52,3,5
2011-01-13,81,0,71,2,2
2011-01-04,91,3,21,0,1
2011-02-02,63,3,35,1,4
2011-02-03,70,11,94,0,1
2011-02-27,107,3,46,0,1
2011-02-13,76,4,51,1,2
2011-02-28,117,14,3,0,1
2011-02-09,74,2,59,0,5
2011-02-28,72,10,99,0,2
2011-01-24,108,23,94,0,2
2011-02-11,103,3,26,0,3
2011-02-20,65,12,81,3,1
2011-01-14,67,9,30,0,1
2011-01-16,76,34,48,0,1
2011-02-18,83,2,43,0,2
2011-01-13,69,12,89,0,8
2011-01-21,96,11,55,0,5
2011-01-01,72,0,93,3,1
2011-02-06,80,9,96,0,1
2011-01-31,103,35,71,1,3
2011-01-23,88,24,12,0,2
2011-02-05,103,2,46,0,2
2011-01-16,65,30,55,1,4
2011-02-08,61,35,71,0,2
2011-01-19,100,4,22,1,2
2011-01-23,108,23,55,0,2
2011-01-25,110,35,46,0,1
2011-01-15,65,4,65,3,2
2011-01-11,72,4,14,0,1
2011-02-01,67,9,89,0,9
2011-02-21,74,12,10,0,1
2011-02-01,211,31,52,0,5
2011-01-19,94,5,54,0,9
2011-01-07,118,17,79,0,6
2011-01-03,64,6,47,0,8
2011-02-28,135,35,4,0,5
2011-02-17,73,16,88,0,1
2011-01-31,97,11,37,0,7
2011-01-16,133,11,30,0,7
2011-01-26,110,5,75,2,3
2011-02-24,105,10,64,0,1
2011-01-09,124,7,2,3,6
2011-01-23,113,32,7,1,2
2011-01-19,134,32,55,0,2
2011-01-10,92,2,17,0,1
2011-01-25,67,11,26,0,1
2011-02-02,61,18,84,0,6
2011-02-01,94,27,52,1,1
2011-02-24,64,2,80,0,1
2011-01-21,118,1,59,0,2
2011-02-13,214,8,89,1,2
2011-01-02,67,2,94,0,1
2011-01-16,80,12,14,0,1
2011-01-13,68,31,30,1,3
2011-01-11,80,10,11,0,2
2011-01-03,69,32,45,0,2
2011-02-04,84,6,59,0,9
2011-02-12,66,17,29,0,3
2011-01-08,67,15,17,0,1
2011-02-04,108,2,55,1,1
2011-01-10,68,13,22,0,8
2011-02-21,108,7,9,0,7
2011-01-08,71,25,30,0,1
2011-02-26,109,16,70,1,1
2011-02-04,73,15,68,0,7
2011-02-20,95,12,17,1,6
2011-01-26,111,7,37,0,1
2011-01-21,69,27,50,1,9
2011-02-17,70,17,80,0,2
2011-01-07,100,9,75,0,2
2011-01-26,187,22,97,1,2
2011-01-24,109,2,86,0,1
2011-01-11,74,25,85,0,3
2011-01-22,71,11,72,0,1
2011-02-11,74,27,5,0,3
2011-01-04,119,26,26,4,1
2011-02-05,71,3,34,3,6
2011-02-25,101,7,54,0,1
2011-02-27,125,0,59,1,8
2011-02-17,96,35,27,0,6
2011-02-06,61,15,6,0,1
2011-02-23,80,8,79,0,2
2011-01-12,91,33,47,0,7
2011-02-10,68,27,16,0,1
2011-01-23,105,0,16,0,4
2011-02-03,130,12,15,0,1
2011-01-12,118,19,86,0,1
2011-01-19,63,15,67,0,1
2011-02-01,71,1,29,0,4
2011-01-28,67,33,39,0,9
2011-01-10,68,4,17,0,9
2011-01-25,69,12,60,0,1
2011-02-10,118,32,43,1,1
2011-02-26,179,11,43,0,3
2011-02-12,64,9,95,0,1
2011-02-01,73,11,95,0,3
2011-01-02,73,10,3,0,2
2011-01-16,232,27,57,0,7
2011-01-04,66,31,14,0,1
2011-01-28,70,29,93,0,2
2011-02-07,72,2,11,0,1
2011-02-18,71,20,22,0,3
2011-02-04,90,12,91,1,3
2011-01-17,115,18,30,1,1
2011-01-09,74,0,44,0,2
2011-02-09,118,6,41,0,1
2011-02-14,118,0,58,0,2
2011-01-06,121,30,85,0,1
2011-01-05,71,19,54,0,1
2011-02-19,244,4,33,0,5
2011-02-21,67,6,67,0,3
2011-02-17,61,24,34,0,4
2011-02-25,114,2,45,0,1
2011-02-10,193,32,27,0,3
2011-01-25,66,34,44,0,8
2011-02-25,63,10,66,0,2
2011-01-26,74,1,22,0,6
2011-01-28,118,11,85,0,2
2011-01-26,67,18,44,0,3
2011-02-08,67,12,70,0,8
2011-01-22,81,24,91,0,6
2011-01-16,104,30,88,0,1
2011-02-04,98,8,42,0,3
2011-02-01,109,4,23,1,1
2011-01-29,90,6,64,0,6
2011-02-16,101,18,39,0,2
2011-01-28,63,5,84,0,1
2011-02-01,181,4,50,0,1
2011-01-02,91,16,58,0,3
2011-01-01,71,17,15,0,2
2011-02-19,71,8,27,0,3
2011-01-19,72,27,38,2,1
2011-02-24,113,12,66,2,7
2011-02-17,138,2,46,0,1
2011-01-05,71,35,93,0,2
2011-01-10,70,21,50,0,3
2011-01-08,114,0,14,0,1
2011-02-02,72,6,31,0,1
2011-02-09,86,7,31,0,1
2011-02-07,76,16,56,0,3
2011-01-21,65,18,48,0,1
2011-01-07,70,3,81,0,2
2011-02-27,146,7,50,0,2
2011-01-14,61,17,41,2,5
2011-02-07,68,28,86,0,6
2011-01-21,138,23,76,0,1
2011-01-07,94,28,66,0,2
2011-01-03,88,14,38,0,2
2011-01-31,96,17,3,0,3
2011-02-03,78,14,99,0,4
2011-01-30,114,27,39,0,4
2011-02-06,67,16,56,0,2
2011-02-11,67,28,22,0,5
2011-01-23,91,29,50,1,1
2011-02-14,106,0,44,0,7
2011-02-08,69,15,85,0,1
2011-02-13,181,22,79,0,8
2011-01-27,88,33,92,0,3
2011-02-26,92,30,55,1,1
2011-01-31,101,24,83,0,1
2011-01-03,73,26,24,0,7
2011-01-02,115,13,43,0,4
2011-02-21,70,28,27,0,3
2011-01-01,66,8,11,0,2
2011-02-18,70,3,42,0,1
2011-02-03,67,11,6,0,2
2011-01-07,78,21,2,0,1
2011-01-23,100,30,73,0,1
2011-02-23,85,26,60,0,1
2011-01-03,91,3,45,0,7
2011-01-25,67,28,78,0,3
2011-02-05,71,29,59,0,5
2011-01-02,62,11,48,0,1
2011-01-27,88,3,99,0,6
2011-01-02,66,4,98,0,2
2011-02-10,63,25,57,0,6
2011-01-26,96,15,73,0,2
2011-01-02,67,20,29,2,2
2011-02-14,72,25,92,0,2
2011-02-12,96,28,44,0,1
2011-01-07,69,4,78,2,4
2011-02-10,100,34,31,0,2
2011-01-01,112,6,71,0,9
2011-02-19,90,18,84,0,2
2011-01-12,80,2,49,1,1
2011-01-10,70,21,50,0,3
2011-02-11,71,10,22,0,1
2011-01-08,182,8,70,0,2
2011-01-26,65,3,30,0,9
2011-02-04,117,17,41,1,9
2011-02-02,71,16,30,1,2
2011-01-28,124,13,70,0,2
2011-01-01,103,8,63,0,2
2011-02-22,65,7,67,0,7
2011-02-08,136,13,28,0,4
2011-02-15,104,7,61,0,1
2011-01-23,116,5,55,0,4
2011-01-31,125,6,61,0,2
2011-02-13,214,8,89,1,2
2011-01-06,76,5,13,0,5
2011-01-03,69,2,70,1,1
2011-01-18,90,8,33,0,1
2011-01-03,87,28,94,0,2
2011-02-09,97,14,85,0,6
2011-01-16,104,23,18,0,2
2011-02-09,70,2,22,0,9
2011-01-25,70,7,7,0,3
2011-01-27,104,2,5,0,6
2011-02-26,65,29,31,0,4
2011-02-14,104,13,20,0,3
2011-01-14,105,3,56,0,2
2011-01-19,71,1,52,0,9
2011-02-05,111,26,75,0,1
2011-02-23,70,15,44,0,2
2011-01-30,61,0,79,1,1
2011-02-14,83,11,65,0,3
2011-01-08,69,16,44,0,1
2011-01-03,110,6,74,0,1
2011-01-08,99,9,17,0,1
2011-01-03,70,24,19,0,2
2011-02-26,72,33,6,2,1
2011-01-20,78,24,92,0,2
2011-01-10,101,19,11,1,8
2011-01-08,105,16,16,0,2
2011-01-20,79,1,26,0,1
2011-02-03,113,12,59,0,7
2011-02-13,183,7,75,0,2
2011-01-08,72,26,33,1,2
2011-02-03,64,23,81,0,8
2011-01-15,62,27,20,0,3
2011-01-27,81,21,37,0,8
2011-02-17,185,14,93,2,1
2011-01-13,110,0,17,0,1
2011-02-02,69,5,74,0,7
2011-01-13,136,28,17,1,1
2011-01-03,78,19,18,0,1
2011-01-28,84,14,40,2,2
2011-02-05,185,25,29,0,1
2011-01-04,65,34,94,0,3
2011-01-26,68,2,38,0,1
2011-01-15,68,10,37,0,2
2011-01-01,102,16,1,0,2
2011-01-20,79,16,9,1,1
2011-01-26,154,26,85,0,1
2011-02-01,126,20,68,1,2
2011-01-09,187,12,61,0,2
2011-01-23,85,9,66,5,5
2011-02-07,99,21,6,0,6
2011-01-07,102,28,11,0,1
2011-02-24,71,25,82,0,2
2011-02-26,66,20,41,0,1
2011-01-03,73,14,52,0,2
2011-02-01,198,11,86,0,2
2011-01-30,119,32,66,0,3
2011-01-09,71,27,16,0,7
2011-02-24,105,33,90,0,4
2011-01-04,119,32,25,0,1
2011-02-04,80,22,62,0,6
2011-02-21,74,25,76,1,1
2011-02-04,121,11,61,0,2
2011-02-22,81,12,59,0,2
2011-01-19,122,27,2,0,1
2011-02-25,68,10,59,2,2
2011-01-22,100,24,66,1,1
2011-01-22,86,33,77,1,2
2011-02-19,87,18,8,0,9
2011-01-27,67,34,30,0,1
2011-01-28,94,3,38,0,1
2011-02-19,133,0,7,0,2
2011-01-05,85,28,47,0,5
2011-01-09,65,35,70,0,2
2011-01-10,61,29,31,3,2
2011-01-29,97,28,29,0,1
2011-02-21,130,20,22,5,1
2011-02-03,86,6,57,2,2
2011-01-27,68,19,2,3,2
2011-02-19,117,18,96,1,1
2011-01-30,125,10,26,0,1
2011-01-01,66,7,43,1,5
2011-01-01,105,7,42,0,3
2011-02-20,72,17,2,0,2
2011-02-21,124,7,36,1,1
2011-01-24,113,7,42,0,2
2011-01-15,70,20,23,0,9
2011-01-20,66,19,15,0,2
2011-02-08,73,18,45,0,5
2011-01-08,138,22,18,0,1
2011-01-09,97,22,5,0,3
2011-02-12,99,18,35,0,8
2011-02-20,98,24,8,3,3
2011-02-19,108,25,82,1,4
2011-01-03,66,31,54,1,2
2011-02-01,95,35,28,0,1
2011-01-17,106,8,65,0,1
2011-01-17,104,34,80,0,2
2011-02-21,62,10,39,0,1
2011-02-26,143,9,20,0,1
2011-01-08,63,33,81,2,2
2011-01-21,114,24,10,3,9
2011-02-02,80,13,57,1,4
2011-01-13,71,13,55,0,6
2011-02-26,71,22,2,0,2
2011-02-14,117,3,0,0,2
2011-01-21,70,17,66,0,1
2011-02-09,140,5,96,0,3
2011-02-14,83,13,62,0,9
2011-02-27,109,30,14,0,2
2011-01-15,61,16,55,0,1
2011-01-19,71,16,99,1,9
2011-02-12,110,4,75,1,2
2011-01-31,69,20,99,0,9
2011-01-13,82,12,40,0,6
2011-02-22,68,5,72,1,3
2011-01-29,68,13,25,3,3
2011-02-13,62,25,98,0,3
2011-01-12,211,30,13,0,6
2011-01-11,107,3,65,0,3
2011-02-12,68,6,22,1,1
2011-02-14,106,24,8,0,3
2011-02-01,92,13,9,0,2
2011-01-30,104,29,4,0,3
2011-01-14,61,19,61,0,9
2011-01-28,73,32,35,0,4
2011-02-24,113,0,11,0,3
2011-01-18,65,5,68,3,9
2011-01-04,97,0,37,2,2
2011-01-17,66,21,74,0,2
2011-02-08,95,32,69,0,2
2011-01-09,96,24,16,0,6
2011-01-26,67,19,16,0,1
2011-02-28,61,22,86,0,3
2011-01-01,67,18,71,1,8
2011-02-11,103,17,18,0,1
2011-02-13,106,11,30,0,1
2011-01-15,104,19,32,0,2
2011-01-10,61,9,5,0,2
2011-01-23,76,33,84,0,1
2011-02-04,79,28,27,0,7
2011-02-26,65,30,65,0,8
2011-01-05,66,8,48,0,2
2011-01-16,92,7,80,0,1
2011-02-04,77,27,85,1,5
2011-01-15,74,0,95,0,1
2011-01-03,103,16,50,0,7
2011-01-10,137,7,15,0,3
2011-02-23,64,5,80,0,2
2011-02-27,69,0,75,0,1
2011-01-27,190,14,95,0,1
2011-02-01,106,15,21,0,3
2011-01-19,115,13,79,4,1
2011-01-26,102,10,77,0,2
2011-02-21,78,2,63,0,2
2011-01-12,109,27,37,0,7
2011-02-27,108,2,38,0,1
2011-01-30,70,2,49,0,9
2011-01-01,121,12,67,2,1
2011-02-02,95,1,58,0,1
2011-02-02,73,2,35,0,1
2011-02-27,186,0,73,0,1
2011-02-18,72,9,0,0,2
2011-01-06,123,33,13,0,1
2011-01-12,89,17,70,0,3
2011-02-17,126,2,51,0,1
2011-01-13,118,7,48,1,1
2011-01-28,63,29,51,0,9
2011-02-09,62,0,99,0,8
2011-01-26,61,3,67,0,1
2011-01-21,105,29,46,0,2
2011-02-25,110,24,88,1,3
2011-01-26,128,6,37,1,1
2011-01-31,68,7,53,3,3
2011-02-26,68,33,76,1,7
2011-02-16,74,4,79,2,1
2011-01-16,100,21,48,0,7
2011-01-04,83,28,19,0,7
2011-01-11,66,24,71,1,2
2011-02-13,77,17,65,0,2
2011-02-14,64,2,68,0,1
2011-01-26,82,10,69,0,1
2011-02-10,83,5,59,0,9
2011-02-06,71,16,43,0,8
2011-02-10,68,24,2,0,2
2011-01-28,73,7,86,0,1
2011-02-03,96,5,11,3,9
2011-01-24,136,7,13,0,1
2011-01-18,73,14,55,0,1
2011-01-03,106,1,38,0,2
2011-01-09,64,10,16,0,6
2011-01-30,125,10,26,0,1
2011-02-12,79,14,28,0,1
2011-01-02,68,5,63,1,2
2011-01-13,124,18,79,0,2
2011-01-11,97,10,3,0,2
2011-01-15,116,11,20,0,1
2011-02-06,110,10,32,0,7
2011-01-03,66,22,1,1,3
2011-02-15,102,25,12,0,2
2011-01-26,70,12,29,1,1
2011-01-29,62,30,77,0,1
2011-01-31,131,34,61,0,9
2011-01-17,66,18,37,0,1
2011-02-07,61,4,18,0,9
2011-01-27,71,16,23,3,3
2011-02-11,85,25,24,0,6
2011-01-28,65,33,17,0,1
2011-02-27,73,3,5,0,8
2011-02-17,85,21,32,0,2
2011-02-11,82,15,88,2,2
2011-01-06,74,13,57,0,2
2011-02-07,82,16,29,0,3
2011-02-26,119,13,94,0,9
2011-02-27,92,6,33,0,2
2011-01-09,62,4,64,0,1
2011-01-03,110,6,74,0,1
2011-02-19,158,10,38,0,2
2011-02-04,117,17,41,1,9
2011-01-13,111,8,78,0,1
2011-01-18,62,7,22,0,1
2011-02-21,92,33,87,0,1
2011-01-05,76,23,7,0,1
2011-01-11,116,11,42,0,5
2011-02-01,62,29,65,0,3
2011-01-13,71,34,71,0,6
2011-02-03,71,21,8,1,1
2011-01-13,117,19,91,0,3
2011-01-03,69,4,65,0,1
2011-02-27,119,4,46,0,9
2011-01-23,104,21,26,0,3
2011-01-28,105,4,17,0,7
2011-02-01,117,4,89,1,2
2011-02-17,71,13,24,0,1
2011-01-23,61,7,22,0,3
2011-01-30,104,21,22,0,3
2011-02-13,66,9,47,0,1
2011-01-26,63,27,52,0,7
2011-01-29,92,23,35,4,1
2011-01-11,71,3,32,0,1
2011-01-20,86,19,69,0,9
2011-02-28,137,16,55,4,1
2011-01-28,103,22,51,0,1
2011-01-22,137,16,37,0,2
2011-01-24,118,29,45,0,2
2011-01-05,65,6,35,0,1
2011-02-12,68,25,33,0,1
2011-01-31,73,0,47,1,4
2011-02-17,99,3,9,1,7
2011-02-03,69,13,15,4,2
2011-01-17,74,14,43,0,4
2011-01-31,99,20,6,4,1
2011-01-15,181,28,23,0,2
2011-02-05,63,18,74,0,1
2011-01-05,94,12,33,0,7
2011-01-13,112,32,74,0,5
2011-01-24,119,9,8,0,3
2011-01-19,122,27,2,0,1
2011-01-26,63,27,52,0,7
2011-01-10,99,13,87,0,1
2011-01-16,70,12,97,0,8
2011-01-28,139,9,22,0,6
2011-02-13,64,1,1,0,1
2011-02-01,89,22,93,0,2
2011-01-31,79,22,68,1,7
2011-02-25,101,2,56,0,6
2011-02-08,92,7,75,0,1
2011-02-17,85,21,32,0,2
2011-01-27,68,8,60,0,1
2011-01-04,212,28,51,0,4
2011-02-14,139,3,51,0,1
2011-02-04,96,23,29,0,1
2011-01-02,63,31,2,0,7
2011-01-24,98,27,47,0,1
2011-02-16,124,16,89,0,1
2011-02-07,64,4,14,0,2
2011-02-02,66,11,60,0,3
2011-02-27,123,1,67,3,1
2011-02-22,97,10,77,1,9
2011-02-21,111,11,7,0,3
2011-02-10,181,9,49,0,1
2011-02-14,129,21,59,0,3
2011-01-24,72,11,3,0,1
2011-01-22,112,11,39,0,1
2011-01-10,69,16,64,0,8
2011-01-31,85,4,58,0,3
2011-02-07,72,25,4,0,1
2011-01-11,67,4,49,0,1
2011-02-26,109,16,70,1,1
2011-01-11,73,1,0,0,6
2011-02-01,89,22,93,0,2
2011-02-11,70,3,87,0,8
2011-02-02,78,27,99,2,1
2011-01-23,69,6,2,1,1
2011-02-16,84,0,57,0,5
2011-02-13,116,12,74,2,8
2011-01-01,79,21,53,1,7
2011-01-25,64,14,91,0,2
2011-01-31,66,25,3,0,2
2011-01-10,124,28,49,0,1
2011-02-06,83,5,62,4,8
2011-01-09,82,29,27,0,2
2011-02-10,133,12,31,0,2
2011-02-03,112,14,92,0,1
2011-02-27,108,11,84,2,3
2011-01-06,95,3,54,0,1
2011-01-23,207,32,96,0,1
2011-01-04,197,1,84,3,3
2011-01-20,62,10,35,0,2
2011-01-16,62,29,59,2,1
2011-01-10,109,1,48,0,2
2011-02-08,62,12,68,0,3
2011-01-13,80,7,55,0,2
2011-01-05,129,10,11,0,1
2011-01-24,283,16,43,0,1
2011-01-16,74,35,77,0,1
2011-01-30,102,35,48,0,2
2011-01-21,71,9,10,1,3
2011-01-17,118,24,49,1,1
2011-02-04,73,20,70,3,1
2011-01-06,240,3,52,0,1
2011-02-21,114,23,44,0,9
2011-01-20,71,29,51,0,5
2011-01-13,196,10,38,0,1
2011-02-15,158,3,10,0,2
2011-01-27,61,31,96,0,1
2011-02-21,69,2,50,0,1
2011-02-01,97,1,66,0,2
2011-02-26,61,27,57,0,1
2011-01-23,63,21,49,0,1
2011-01-21,117,33,81,0,6
2011-02-27,73,34,51,1,1
2011-01-03,72,2,60,1,3
2011-01-05,68,18,67,1,3
2011-01-25,117,6,89,0,1
2011-01-19,71,2,49,0,7
2011-01-19,76,8,44,0,3
2011-01-16,61,17,21,0,6
2011-02-06,64,10,61,0,2
2011-02-22,66,32,30,0,7
2011-02-22,68,3,2,0,3
2011-02-26,65,21,40,0,1
2011-01-12,76,17,72,0,8
2011-02-06,76,19,1,0,2
2011-01-20,114,1,39,1,5
2011-02-28,103,8,75,0,1
2011-02-05,82,0,28,0,1
2011-02-01,64,7,95,0,1
2011-01-11,68,17,66,0,3
2011-02-22,117,5,43,0,2
2011-01-28,93,30,66,0,5
2011-02-13,90,14,76,0,1
2011-02-27,70,27,0,0,3
2011-01-21,112,9,13,3,1
2011-01-21,70,22,37,0,1
2011-01-06,119,9,36,1,1
2011-02-04,119,12,51,0,2
2011-01-15,63,21,12,0,1
2011-01-06,70,1,98,0,2
2011-02-19,115,10,55,0,2
2011-01-20,89,32,59,0,2
2011-01-18,106,20,51,0,1
2011-02-11,67,28,22,0,5
2011-01-29,65,34,27,0,2
2011-02-27,85,15,58,0,3
2011-01-21,65,10,11,0,3
2011-02-14,139,3,51,0,1
2011-01-15,119,8,56,3,1
2011-01-07,102,28,11,0,1
2011-02-21,99,1,18,0,1
2011-02-11,90,3,5,0,2
2011-02-26,62,12,27,0,1
2011-02-27,71,4,61,2,1
2011-01-19,154,33,24,0,1
2011-02-23,90,9,81,0,3
2011-02-12,64,13,15,0,1
2011-01-03,101,8,17,0,2
2011-02-26,102,20,28,0,2
2011-02-08,74,8,13,0,1
2011-01-31,66,31,69,4,6
2011-02-02,66,10,16,1,2
2011-02-07,61,9,39,0,1
2011-02-27,112,20,57,0,9
2011-02-02,85,5,27,2,2
2011-02-06,111,12,6,0,9
2011-01-17,64,16,62,0,6
2011-01-07,86,11,54,2,4
2011-02-15,69,16,96,1,3
2011-01-19,67,3,67,0,2
2011-01-16,71,8,59,1,1
2011-02-06,72,23,84,0,2
2011-02-03,68,1,18,0,1
2011-01-03,73,2,37,0,1
2011-01-12,67,30,32,0,5
2011-01-07,101,21,15,1,2
2011-01-14,68,7,36,0,3
2011-02-21,70,13,18,0,2
2011-02-05,66,7,56,0,1
2011-02-25,119,32,63,0,6
2011-02-15,64,35,75,1,7
2011-02-24,65,0,91,0,2
2011-01-02,72,7,48,0,2
2011-02-27,196,13,74,2,1
2011-01-30,83,29,46,0,3
2011-01-15,90,1,69,0,1
2011-02-18,98,8,4,0,1
2011-01-10,240,13,11,3,8
2011-01-04,85,5,15,1,2
2011-01-21,105,24,15,0,2
2011-02-13,61,28,29,0,7
2011-01-13,83,17,30,0,1
2011-02-08,115,12,59,0,2
2011-02-05,93,1,98,0,6
2011-01-25,63,9,88,0,8
2011-01-25,69,14,94,0,2
2011-01-27,66,5,17,0,2
2011-02-12,134,6,9,0,2
2011-01-19,154,33,24,0,1
2011-02-21,63,25,14,0,1
2011-01-09,70,35,20,0,2
2011-02-10,86,23,30,0,2
2011-02-12,72,15,18,1,3
2011-02-08,118,7,11,4,1
2011-01-08,99,9,17,0,1
2011-02-12,79,0,44,0,1
2011-01-26,66,16,77,0,2
2011-02-12,111,24,31,0,2
2011-01-27,68,3,12,1,2
2011-01-12,74,3,89,0,1
2011-02-28,109,1,78,0,5
2011-02-03,76,21,87,2,2
2011-02-17,118,1,46,0,1
2011-01-31,62,19,63,0,2
2011-01-30,73,35,52,3,5
2011-01-21,72,31,99,0,1
2011-02-17,77,29,48,0,5
2011-01-29,125,2,75,0,5
2011-02-09,74,14,71,0,2
2011-01-21,88,33,87,0,3
2011-01-10,73,14,33,1,1
2011-01-06,108,29,74,0,2
2011-01-27,124,35,88,2,6
2011-02-20,70,22,79,1,2
2011-01-13,69,1,78,0,9
2011-02-11,96,29,16,0,3
2011-02-19,70,9,35,0,1
2011-02-15,65,6,61,0,1
2011-01-09,107,29,57,0,7
2011-01-09,70,13,48,0,9
2011-02-18,124,34,20,0,1
2011-02-06,99,7,26,0,1
2011-01-06,91,8,77,1,2
2011-02-14,116,15,80,0,1
2011-02-16,106,34,13,0,2
2011-02-03,62,7,45,0,2
2011-01-05,85,20,83,0,7
2011-02-07,79,15,83,0,5
2011-02-03,66,9,10,1,1
2011-01-16,173,10,65,0,1
2011-01-18,71,3,72,0,1
2011-02-10,66,15,51,4,3
2011-01-11,114,2,16,0,1
2011-02-28,80,10,63,0,5
2011-01-05,91,3,78,0,1
2011-02-04,66,24,20,0,1
2011-02-20,118,21,44,0,2
2011-01-17,95,13,97,0,1
2011-02-12,72,2,71,0,6
2011-01-06,112,20,34,0,2
2011-02-21,87,3,82,0,3
2011-01-11,96,21,81,0,1
2011-02-11,114,22,39,0,2
2011-02-05,79,16,27,1,9
2011-02-11,92,5,8,0,2
2011-01-24,158,5,59,0,1
2011-02-25,70,32,17,0,5
2011-01-18,112,11,59,0,8
2011-01-17,96,16,30,2,1
2011-02-28,106,28,61,0,1
2011-01-12,108,0,64,0,2
2011-01-26,62,26,33,1,3
2011-01-29,73,8,19,2,1
2011-01-01,73,29,14,0,1
2011-01-31,66,17,34,0,3
2011-01-01,63,11,10,1,3
2011-02-27,118,6,32,0,5
2011-02-23,102,16,8,0,1
2011-02-03,64,5,80,0,6
2011-02-22,119,22,91,2,2
2011-02-13,61,24,27,0,1
2011-02-13,64,29,36,0,9
2011-01-25,86,6,98,0,8
2011-01-15,112,21,50,0,7
2011-01-03,108,7,31,0,1
2011-02-20,131,15,90,0,8
2011-02-17,63,10,67,1,7
2011-02-12,62,15,95,0,6
